x,y,is_goal,period,Assisted,Zone,IndividualPlay,RegularPlay,LeftFoot,RightFoot,FromCorner,FirstTouch,Head,BigChance,SetPiece,Volley,FastBreak,ThrowinSetPiece,Penalty,OneOnOne,KeyPass,DirectFreekick,OwnGoal,OtherBodyPart,DirectCorner
85.5,27.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
95.8,55.8,True,FirstHalf,,Center,,True,True,,,True,,True,,,,,,,,,,,
90.7,52.1,False,FirstHalf,,Center,,,True,,True,True,,,,,,,,,,,,,
91.5,58.9,False,FirstHalf,,Center,,,True,,True,True,,,,,,,,,,,,,
89.1,56.4,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
73.5,63.6,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.1,50.1,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
90.0,35.5,False,SecondHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,
88.5,50.0,False,FirstHalf,,Center,,,True,,,,,True,,,,,True,,,,,,
88.0,55.7,False,FirstHalf,True,Center,,True,,True,,True,,True,,True,,,,,,,,,
94.5,58.9,False,FirstHalf,,Center,True,True,True,,,,,True,,,,,,,,,,,
78.7,45.6,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
78.2,30.1,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
81.4,70.7,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
83.7,43.2,False,FirstHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
93.0,47.0,True,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
97.3,57.6,False,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
90.8,31.3,False,SecondHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
89.4,32.3,False,SecondHalf,True,Center,True,,True,,True,,,,,,,,,,,,,,
96.3,53.9,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
96.2,55.5,True,SecondHalf,,Center,,,,True,True,True,,True,,,,,,,,,,,
97.1,34.3,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
85.9,30.9,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
92.6,42.4,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
79.6,69.6,False,SecondHalf,,Center,,True,True,,,True,,,,,,,,,,,,,
91.7,57.3,True,SecondHalf,True,Center,True,True,True,,,,,True,,,,,,True,,,,,
91.9,56.5,False,SecondHalf,,Center,,True,,True,,True,,True,,True,,,,,,,,,
87.3,45.0,False,SecondHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
71.5,47.8,False,FirstHalf,,Center,True,True,True,,,True,,,,True,,,,,,,,,
85.3,61.3,False,FirstHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
93.8,51.5,False,FirstHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,
86.2,53.9,False,FirstHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
90.2,64.6,False,FirstHalf,True,Center,,True,,True,,True,,,,True,,,,,,,,,
96.3,49.4,True,FirstHalf,,Center,,True,True,,,,,True,,,,,,,,,,,
95.5,43.4,False,FirstHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
87.5,43.7,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
95.7,52.7,False,FirstHalf,,Center,,True,True,,,True,,True,,,,,,,,,,,
97.5,53.9,True,FirstHalf,,Center,,True,True,,,,,True,,,,,,,,,,,
72.8,66.0,False,FirstHalf,,Center,True,,True,,True,,,,,,,,,,,,,,
89.0,53.4,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
71.5,45.5,False,SecondHalf,,Center,True,,True,,True,,,,,,,,,,,,,,
78.8,68.3,False,SecondHalf,,Center,True,True,True,,,True,,,,,,,,,,,,,
84.9,71.8,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
93.7,71.8,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
78.6,30.4,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
87.1,43.0,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
80.5,27.6,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
78.2,64.3,False,SecondHalf,,Center,,,True,,,,,,,,,,,,,True,,,
76.9,56.8,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
95.2,49.4,False,SecondHalf,,Center,,,,,True,True,True,,,,,,,,,,,,
97.1,58.5,False,SecondHalf,True,Center,,True,True,,,True,,True,,True,,,,,,,,,
77.8,53.7,False,SecondHalf,,Center,True,,,True,,,,,,True,True,,,,,,,,
89.1,47.6,False,SecondHalf,True,Center,,,True,,,True,,,,True,True,,,,,,,,
76.5,48.1,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
88.1,46.8,True,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
71.8,53.0,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,
95.5,36.0,False,FirstHalf,True,Center,,True,,True,,True,,,,True,,,,,,,,,
81.0,68.7,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
76.9,38.7,False,SecondHalf,,Center,,,,True,True,True,,,,True,,,,,,,,,
78.2,36.0,False,SecondHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,
95.4,73.8,False,SecondHalf,,Center,,True,True,,,True,,,,,,,,,,,,,
54.3,98.6,False,SecondHalf,,Left,True,True,True,,,,,,,,,,,,,,,,
59.6,38.2,False,SecondHalf,,Center,True,,,True,,,,,,,True,,,,,,,,
78.7,62.0,True,FirstHalf,True,Center,True,,,True,,,,,,,,True,,,,,,,
91.7,49.8,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
90.3,62.4,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
92.4,52.3,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
87.2,64.2,False,FirstHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,
77.9,46.0,True,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
84.7,74.6,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
81.2,60.7,False,SecondHalf,,Center,True,,,True,,,,,,,,True,,,,,,,
94.8,54.8,False,SecondHalf,True,Center,,,,,,True,True,True,True,,,,,,True,,,,
96.5,49.1,False,SecondHalf,True,Center,,,,True,,True,,True,True,True,,,,,,,,,
86.3,57.4,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
94.5,54.4,True,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
95.1,52.8,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
89.9,55.4,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
78.5,53.1,False,FirstHalf,,Center,,,,True,True,True,,,,True,,,,,,,,,
80.6,43.4,False,FirstHalf,,Center,,,,True,True,True,,,,,,,,,,,,,
86.2,43.6,False,FirstHalf,True,Center,,True,,True,,,,,,True,,,,,,,,,
88.3,41.7,True,FirstHalf,True,Center,,True,,True,,,,True,,,,,,True,,,,,
84.7,45.8,False,FirstHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
86.4,34.8,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.7,50.5,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
89.5,48.3,False,FirstHalf,,Center,,,,True,,True,,,,,,True,,,,,,,
85.2,48.9,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
85.8,47.0,False,SecondHalf,True,Center,,,,True,,,,,True,,,,,,,,,,
85.8,32.9,False,SecondHalf,,Center,,,,True,,True,,,,,,True,,,,,,,
78.6,54.8,False,SecondHalf,True,Center,True,True,,True,,True,,,,,,,,,,,,,
93.0,50.3,True,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
93.0,52.7,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
61.1,18.4,False,SecondHalf,,Right,True,True,True,,,,,,,,,,,,,,,,
89.6,58.1,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
63.5,63.4,False,SecondHalf,,Center,,,,True,,,,,,,,,,,,True,,,
66.8,44.2,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
78.9,44.6,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
87.4,44.8,False,SecondHalf,,Center,,True,,True,,,,,,,,,,,,,,,
92.3,49.5,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
91.0,34.2,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
87.2,50.2,False,FirstHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,
92.1,32.3,False,FirstHalf,True,Center,True,,True,,True,,,,,,,,,,,,,,
85.0,46.9,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
91.1,35.0,False,FirstHalf,True,Center,,,,True,,,,,,,True,,,,,,,,
74.9,50.5,False,FirstHalf,True,Center,True,,True,,True,,,,,,,,,,,,,,
84.5,54.6,False,FirstHalf,True,Center,,,True,,,True,,,True,,,,,,,,,,
92.7,50.9,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
93.5,52.4,True,FirstHalf,,Center,,True,True,,,,,True,,,,,,,,,,,
78.9,34.2,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
81.8,50.8,True,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
86.1,65.3,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
94.9,55.9,True,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
90.9,30.7,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
89.9,65.8,True,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
88.7,44.1,True,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,True,,,,,
90.9,56.8,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
84.5,46.4,False,SecondHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
94.5,16.6,False,SecondHalf,True,Right,True,True,,True,,True,,,,,,,,,,,,,
85.1,49.2,False,SecondHalf,,Center,,,True,,True,True,,,,,,,,,,,,,
91.4,47.0,True,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
72.9,60.3,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
76.5,45.2,False,SecondHalf,,Center,True,,,True,,True,,,True,True,,,,,,,,,
96.5,39.9,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
97.1,52.6,True,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
96.4,43.0,False,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
93.3,66.2,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
90.1,61.5,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
87.5,27.2,False,FirstHalf,True,Center,,,,True,,,,,,,True,,,,,,,,
88.5,50.0,True,FirstHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
96.0,50.5,False,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
91.8,57.3,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
87.0,36.0,False,FirstHalf,,Center,,,True,,True,,,,,,,,,,,,,,
81.9,77.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
92.9,71.6,False,FirstHalf,True,Center,,,,True,True,,,,,,,,,,,,,,
87.2,53.2,False,FirstHalf,True,Center,,,,True,True,True,,,,True,,,,,,,,,
76.3,51.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.5,50.4,True,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
84.7,43.4,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
84.5,54.2,True,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
95.7,62.0,False,FirstHalf,,Center,,True,True,,,,,,,,,,,,,,,,
89.8,40.1,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
90.4,39.2,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
95.4,33.8,False,SecondHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,
41.7,71.4,False,SecondHalf,True,Back,True,True,,True,,,,,,,,,,,,,,,
88.8,53.4,True,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
73.5,71.1,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
90.3,53.4,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
97.1,51.1,False,SecondHalf,,Center,,True,True,,,,,True,,,,,,,,,,,
78.7,67.3,False,SecondHalf,,Center,,,True,,,True,,,True,,,,,,True,,,,
88.1,53.0,True,SecondHalf,True,Center,,,True,,,True,,,True,,,,,,,,,,
84.6,50.3,False,SecondHalf,,Center,,,,True,,True,,,True,,,,,,,,,,
75.4,45.8,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
72.8,50.4,False,SecondHalf,True,Center,True,True,True,,,True,,,,,,,,,,,,,
88.1,37.4,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
98.2,53.2,True,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
86.4,75.6,False,SecondHalf,True,Center,,,,True,,,,,,,True,,,,,,,,
89.3,56.0,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
86.5,35.6,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.7,51.9,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
95.4,48.3,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
93.7,27.6,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
92.1,58.8,False,SecondHalf,True,Center,,,True,,,True,,,,,True,,,,,,,,
81.1,54.0,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
91.5,46.4,True,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
78.4,47.2,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
84.3,46.3,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
86.2,56.2,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
88.5,50.0,True,FirstHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
91.7,45.8,False,FirstHalf,True,Center,,True,True,,,,,True,,,,,,,,,,,
85.9,46.8,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
84.6,49.3,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
90.3,53.8,True,SecondHalf,,Center,,True,True,,,,,True,,,,,,,,,,,
91.2,49.7,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,True,,,,
92.3,55.2,False,SecondHalf,True,Center,,,,True,True,,,,,,,,,,,,,,
94.7,29.8,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
88.1,66.6,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
89.5,43.7,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,True,,,,
95.8,60.3,False,FirstHalf,True,Center,,,,True,True,True,,True,,True,,,,,,,,,
92.9,33.6,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
77.4,34.6,False,FirstHalf,,Center,True,True,True,,,True,,,,,,,,,,,,,
93.2,50.0,False,FirstHalf,,Center,,True,True,,,True,,,,,,,,,,,,,
85.3,43.0,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
85.9,66.4,False,FirstHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
84.0,30.7,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
75.7,33.6,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
82.7,44.8,False,FirstHalf,,Center,True,,,True,True,,,,,,,,,,,,,,
91.1,52.2,True,FirstHalf,,Center,,,,True,True,,,True,,,,,,,,,,,
89.3,59.0,False,FirstHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
84.6,55.2,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
97.4,53.0,True,FirstHalf,,Center,,,,True,True,True,,True,,,,,,,,,,,
91.5,33.3,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
78.7,25.6,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
89.4,68.7,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
93.0,32.1,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
75.7,64.4,False,FirstHalf,,Center,True,,,True,,,,,True,,,,,,,,,,
95.8,51.4,True,SecondHalf,True,Center,,True,,True,,,,True,,True,,,,True,,,,,
95.5,41.5,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,True,,,,
99.1,51.3,True,SecondHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
80.4,30.7,False,SecondHalf,True,Center,True,True,,True,,True,,,,,,,,,,,,,
80.7,35.2,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
89.8,66.6,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
90.5,31.9,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
90.6,56.8,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
78.8,33.8,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
90.8,30.1,False,FirstHalf,True,Center,,True,,True,,True,,,,True,,,,,,,,,
84.2,27.4,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
71.8,39.4,False,FirstHalf,,Center,True,,,True,True,,,,,,,,,,,,,,
88.3,53.2,False,FirstHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
91.4,67.7,False,SecondHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,
73.7,53.4,False,SecondHalf,True,Center,True,,,True,True,,,,,,,,,,,,,,
92.6,29.9,False,SecondHalf,True,Center,True,True,,True,,,,True,,,,,,True,,,,,
72.9,35.3,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
89.7,35.0,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
91.1,47.4,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
86.2,53.7,False,SecondHalf,True,Center,True,True,,True,,,,,,True,,,,,,,,,
87.0,66.0,False,FirstHalf,True,Center,,,,True,,True,,,,,True,,,,,,,,
77.9,57.7,True,FirstHalf,True,Center,True,,,True,True,,,,,,,,,,,,,,
90.8,47.0,False,FirstHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
86.5,56.2,True,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
88.4,47.2,True,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
77.5,51.7,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
77.5,66.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
78.5,45.8,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
81.6,54.0,True,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
71.5,62.7,False,SecondHalf,True,Center,True,,,True,,,,,True,,,,,,,,,,
95.6,42.5,False,SecondHalf,True,Center,,,True,,,True,,,True,True,,,,,,,,,
86.4,37.0,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
87.5,50.5,False,FirstHalf,True,Center,,,True,,,True,,,True,True,,,,,,,,,
85.9,45.0,False,FirstHalf,,Center,,True,True,,,True,,,,,,,,,,,,,
88.5,50.0,True,FirstHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
79.9,32.1,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
90.1,61.5,False,FirstHalf,True,Center,,,,True,,True,,,,True,True,,,,,,,,
87.0,48.3,False,FirstHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
95.1,29.1,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
89.8,51.1,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
79.9,34.6,False,SecondHalf,,Center,True,,,True,,True,,,True,,,,,,,,,,
75.0,55.8,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
80.2,49.5,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
94.2,43.8,True,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
90.0,28.3,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.9,71.1,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.4,40.7,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
94.8,46.6,True,SecondHalf,True,Center,,True,,True,,True,,True,,True,,,,,,,,,
90.2,49.7,True,SecondHalf,,Center,,True,,True,,,,True,,,,,,True,,,,,
80.0,40.1,True,FirstHalf,True,Center,,,True,,,True,,True,,,True,,,True,,,,,
83.0,49.7,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
74.6,34.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.1,49.0,False,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
75.2,44.7,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
75.5,40.3,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
76.2,38.9,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
76.9,46.1,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
81.5,45.2,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.9,64.0,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.9,31.8,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
84.2,72.0,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
81.3,24.9,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
75.2,72.2,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
88.3,39.1,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
85.2,31.3,False,SecondHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
93.9,49.9,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
97.0,64.2,False,FirstHalf,True,Center,True,True,True,,,,,True,,,,,,True,,,,,
92.3,37.7,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
90.8,49.6,True,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
85.4,60.3,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
79.1,46.3,False,FirstHalf,True,Center,True,,True,,True,True,,,,,,,,,,,,,
81.1,36.3,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
78.6,37.0,False,FirstHalf,,Center,,,True,,,,,,,,,,,,,True,,,
90.4,32.2,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.7,34.2,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
85.4,54.3,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
91.2,49.6,True,SecondHalf,,Center,,True,True,,,True,,,,,,,,,,,,,
91.4,34.4,False,SecondHalf,True,Center,,,,True,,,,,,,True,,,,,,,,
88.1,71.8,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
85.3,59.3,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
90.2,59.6,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
78.7,71.1,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,
86.8,57.9,False,FirstHalf,True,Center,,True,True,,,,,True,,,,,,,,,,,
95.3,43.6,True,FirstHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
71.5,58.9,False,FirstHalf,,Center,True,True,,True,,True,,,,,,,,,,,,,
76.2,62.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.2,28.2,False,FirstHalf,,Center,,True,,True,,,,,,,,,,,,,,,
97.6,40.7,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
90.5,31.3,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
86.0,28.8,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
87.5,55.0,False,SecondHalf,,Center,,True,True,,,,,True,,,,,,,,,,,
77.4,64.6,False,SecondHalf,,Center,,,True,,,,,,,,,,,,,True,,,
90.6,56.4,True,SecondHalf,True,Center,,True,True,,,,,True,,,,,,,,,,,
87.6,38.8,True,SecondHalf,True,Center,,,,True,,,,True,,,True,,,True,,,,,
84.9,24.9,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
75.3,28.2,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
92.6,53.0,True,FirstHalf,True,Center,,True,True,,,,,True,,,,,,,,,,,
90.1,51.9,False,FirstHalf,True,Center,,,,True,,True,,True,,,True,,,,,,,,
90.5,38.7,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
88.5,50.0,True,FirstHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
73.1,63.8,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
88.3,54.6,False,FirstHalf,,Center,,True,True,,,True,,True,,True,,,,,,,,,
95.2,60.3,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
87.4,46.0,True,FirstHalf,,Center,,True,,True,,,,True,,,,,,,,,,,
88.5,50.0,True,FirstHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
80.6,71.8,False,FirstHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
89.9,61.3,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
90.6,48.1,False,SecondHalf,True,Center,,True,True,,,True,,True,,True,,,,,,,,,
89.9,59.6,False,SecondHalf,True,Center,,,True,,,,,,,,True,,,,,,,,
87.0,56.8,False,SecondHalf,,Center,,,True,,,True,,,,True,True,,,,,,,,
87.9,39.4,False,SecondHalf,True,Center,,,,True,True,,,,,,,,,,,,,,
85.6,58.3,False,SecondHalf,True,Center,,,,True,,,,True,,,True,,,,,,,,
81.5,52.8,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
74.9,57.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
74.6,57.1,True,SecondHalf,,Center,,True,,,,True,True,,,,,,,,,,,,
77.7,58.6,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
3.5,45.8,True,SecondHalf,,Center,,True,,True,,,,,,,,,,,,,True,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
75.0,31.7,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
49.2,45.8,False,SecondHalf,,Back,True,True,True,,,,,,,,,,,,,,,,
