minute,second,teamId,x,y,period,type,outcome,playerId,endX,endY
57,56,Villarreal,90,11.3,SecondHalf,Dispossessed,Successful,25,,
57,56,Manchester United,10,88.7,SecondHalf,Tackle,Unsuccessful,39,,
57,57,Villarreal,90.3,3.7,SecondHalf,Dispossessed,Successful,25,,
57,57,Manchester United,9.7,96.3,SecondHalf,Tackle,Successful,39,,
57,58,Manchester United,8.5,87.5,SecondHalf,BallRecovery,Successful,39,,
57,59,Manchester United,9.2,82.7,SecondHalf,Pass,Unsuccessful,39,48.8,74.7
58,2,Villarreal,51.6,31.2,SecondHalf,BallRecovery,Successful,4,,
58,6,Villarreal,52.8,44.6,SecondHalf,Pass,Successful,4,57.6,95
58,12,Villarreal,66.2,83.3,SecondHalf,Pass,Successful,24,66,67.5
58,14,Villarreal,62.6,65.7,SecondHalf,Pass,Successful,14,53.1,66
58,16,Villarreal,53,62,SecondHalf,Pass,Successful,5,51.6,41
58,19,Villarreal,53.5,31,SecondHalf,Pass,Successful,3,65.8,4.1
58,23,Villarreal,64.1,6.1,SecondHalf,Pass,Successful,30,54.5,7.6
58,25,Villarreal,54.5,8.2,SecondHalf,Pass,Successful,8,41.9,31.2
58,32,Villarreal,44.4,48.4,SecondHalf,Pass,Successful,3,43.3,84.7
58,35,Villarreal,45,92.1,SecondHalf,Pass,Successful,4,48.8,98.6
58,37,Villarreal,51.6,98.6,SecondHalf,Pass,Successful,24,66,97.4
58,40,Villarreal,69.4,96.5,SecondHalf,Pass,Successful,14,81.3,85.7
58,42,Villarreal,80.5,84.3,SecondHalf,BallTouch,Unsuccessful,24,,
58,45,Manchester United,0,0,SecondHalf,ShieldBallOpp,Successful,3,,
59,16,Villarreal,0,0,SecondHalf,SubstitutionOff,Successful,9,,
59,16,Villarreal,0,0,SecondHalf,SubstitutionOn,Successful,19,,
59,29,Manchester United,5.1,49.1,SecondHalf,Pass,Successful,1,7.2,70.9
59,30,Manchester United,7.2,70.9,SecondHalf,Pass,Successful,2,14.7,95.4
59,33,Manchester United,14.9,93,SecondHalf,Pass,Successful,23,33.9,94.7
59,38,Manchester United,46.3,93.3,SecondHalf,Pass,Unsuccessful,6,50.7,84.7
59,38,Villarreal,51.5,8.5,SecondHalf,BallTouch,Successful,25,,
59,39,Villarreal,38,33.9,SecondHalf,BallRecovery,Successful,4,,
59,42,Villarreal,38.4,33.9,SecondHalf,Pass,Successful,4,41.5,26.7
59,42,Villarreal,41.5,26.7,SecondHalf,Pass,Successful,25,24.7,25.8
59,45,Villarreal,22.6,27.6,SecondHalf,Pass,Successful,3,8.8,48.8
59,47,Villarreal,8.5,47.9,SecondHalf,Pass,Successful,13,14.3,16.8
59,55,Villarreal,37.6,17.1,SecondHalf,Pass,Unsuccessful,3,46.1,66
59,57,Manchester United,55.9,31.8,SecondHalf,Interception,Successful,29,,
60,0,Villarreal,39.1,90.9,SecondHalf,Pass,Successful,24,27.1,78.7
60,6,Villarreal,30.9,67.3,SecondHalf,Pass,Successful,4,31.3,52.8
60,11,Villarreal,34.6,50.6,SecondHalf,Pass,Successful,3,38.9,84.1
60,16,Villarreal,44.7,90.5,SecondHalf,Pass,Unsuccessful,4,71.1,88
60,17,Manchester United,27.7,15.9,SecondHalf,Aerial,Successful,3,,
60,17,Villarreal,72.3,84.1,SecondHalf,Aerial,Unsuccessful,30,,
60,17,Manchester United,30.8,16.7,SecondHalf,Interception,Successful,3,,
60,21,Villarreal,55.1,97.5,SecondHalf,Pass,Successful,24,55.6,77.5
60,24,Villarreal,55.6,77.5,SecondHalf,Pass,Successful,5,58.6,61.1
60,24,Villarreal,58.6,61.1,SecondHalf,Pass,Successful,19,50.9,65.4
60,27,Villarreal,46.7,66,SecondHalf,Pass,Successful,25,51.2,45.8
60,29,Villarreal,47.9,55.2,SecondHalf,Pass,Successful,19,46.4,74.5
60,32,Villarreal,46.4,74.5,SecondHalf,Pass,Successful,4,57.6,98
60,34,Villarreal,57,97.8,SecondHalf,Pass,Successful,24,47.4,93.8
60,37,Villarreal,44,85.9,SecondHalf,Pass,Successful,5,43.9,33.9
60,40,Villarreal,46.8,31.9,SecondHalf,Pass,Successful,3,63.1,6.5
60,44,Villarreal,59.9,23.7,SecondHalf,Pass,Successful,7,58.8,43.1
60,45,Villarreal,58.8,43.1,SecondHalf,Pass,Unsuccessful,5,60.3,47.6
60,46,Manchester United,37.2,46.3,SecondHalf,BlockedPass,Successful,39,,
60,48,Manchester United,43.5,38.3,SecondHalf,BallRecovery,Successful,11,,
60,55,Manchester United,76.1,24.4,SecondHalf,Pass,Successful,11,61.9,17.4
61,,Manchester United,89.9,81.6,SecondHalf,OffsideGiven,Unsuccessful,10,,
61,0,Manchester United,62.8,18.9,SecondHalf,Pass,Successful,29,54,41.9
61,2,Manchester United,53.8,42.8,SecondHalf,Pass,Successful,3,59.3,74.8
61,5,Manchester United,59.4,74.7,SecondHalf,Pass,Successful,2,75.5,95.7
61,8,Manchester United,78.5,94.7,SecondHalf,Pass,Unsuccessful,23,81.7,87.5
61,8,Villarreal,16.3,8.6,SecondHalf,Clearance,Successful,8,,
61,11,Manchester United,79.1,97.7,SecondHalf,OffsidePass,Successful,23,89.9,81.6
61,11,Villarreal,12.1,39.8,SecondHalf,OffsideProvoked,Successful,4,,
61,45,Villarreal,14.6,14.9,SecondHalf,Pass,Unsuccessful,13,69.4,26.1
61,49,Manchester United,31.8,73,SecondHalf,Aerial,Successful,2,,
61,49,Villarreal,68.2,27,SecondHalf,Aerial,Unsuccessful,7,,
61,49,Manchester United,33,72,SecondHalf,Pass,Unsuccessful,2,36.1,77.8
61,51,Villarreal,66.4,17.8,SecondHalf,Dispossessed,Successful,19,,
61,52,Manchester United,33.6,82.2,SecondHalf,Tackle,Unsuccessful,18,,
61,52,Villarreal,67.7,15,SecondHalf,Pass,Successful,19,70.2,12.5
61,53,Villarreal,70.2,12.5,SecondHalf,Pass,Unsuccessful,7,68.3,15.5
61,53,Manchester United,33.7,80.3,SecondHalf,BallTouch,Successful,6,,
61,55,Villarreal,65.3,21.2,SecondHalf,Pass,Successful,25,59.9,34.9
61,56,Villarreal,59.9,34.9,SecondHalf,Pass,Successful,5,67.9,51.2
61,57,Villarreal,67.9,51.2,SecondHalf,Pass,Unsuccessful,14,76.5,77.5
62,0,Manchester United,23.3,26.1,SecondHalf,Interception,Successful,29,,
62,0,Villarreal,76.5,77.5,SecondHalf,BallTouch,Successful,24,,
62,0,Manchester United,23.3,26.1,SecondHalf,BallTouch,Successful,29,,
62,25,Villarreal,85.3,100,SecondHalf,Pass,Successful,24,88.1,93.6
62,26,Villarreal,88.1,93.6,SecondHalf,Pass,Unsuccessful,30,85.1,92.1
62,27,Manchester United,14.3,9.8,SecondHalf,BallRecovery,Successful,39,,
62,27,Manchester United,17.2,7.8,SecondHalf,Foul,Successful,39,,
62,27,Villarreal,82.8,92.2,SecondHalf,Foul,Unsuccessful,14,,
62,36,Manchester United,22.1,9.1,SecondHalf,Pass,Unsuccessful,29,80.7,24
62,40,Villarreal,0,0,SecondHalf,KeeperSweeper,Successful,13,,
62,40,Villarreal,18.4,75,SecondHalf,Pass,Successful,13,30.4,98.1
62,42,Villarreal,29.7,98.6,SecondHalf,BallRecovery,Successful,24,,
62,44,Villarreal,29.2,97.2,SecondHalf,Pass,Unsuccessful,24,29.4,94.7
62,45,Manchester United,63.7,3.4,SecondHalf,BlockedPass,Successful,7,,
63,0,Villarreal,35,100,SecondHalf,Pass,Successful,24,37.7,85
63,1,Villarreal,37.7,85,SecondHalf,Pass,Unsuccessful,25,36.6,69.3
63,2,Manchester United,67.1,44.3,SecondHalf,BallRecovery,Successful,10,,
63,3,Manchester United,67.1,44.3,SecondHalf,Pass,Successful,10,60.2,44.6
63,4,Manchester United,60.2,44.6,SecondHalf,Pass,Successful,6,52.2,63.6
63,10,Manchester United,56.6,67.8,SecondHalf,Pass,Successful,23,52.3,54.2
63,12,Manchester United,50.4,53.6,SecondHalf,Pass,Successful,6,46.5,33
63,17,Manchester United,48.4,37.6,SecondHalf,Pass,Successful,3,51.4,67
63,20,Manchester United,55.1,70.8,SecondHalf,Pass,Successful,2,67.8,96.9
63,25,Manchester United,76.6,94.4,SecondHalf,Dispossessed,Successful,10,,
63,26,Villarreal,23.4,5.6,SecondHalf,Tackle,Unsuccessful,8,,
63,27,Manchester United,76.4,93.2,SecondHalf,BallTouch,Successful,10,,
63,27,Villarreal,22.8,4.4,SecondHalf,BallTouch,Successful,8,,
63,28,Villarreal,20.2,3.1,SecondHalf,BallRecovery,Successful,19,,
63,28,Villarreal,20.2,3.1,SecondHalf,Pass,Successful,19,36.8,3.1
63,31,Villarreal,36.8,3.1,SecondHalf,Pass,Successful,7,44.8,11.9
63,35,Villarreal,47.3,18.6,SecondHalf,Pass,Successful,30,46.8,65.4
63,37,Villarreal,46.8,65.4,SecondHalf,BallTouch,Unsuccessful,24,,
63,39,Manchester United,51.7,37.7,SecondHalf,BallRecovery,Successful,18,,
63,46,Manchester United,76.9,9.1,SecondHalf,Pass,Unsuccessful,18,86.5,33.4
63,47,Villarreal,14.5,69.7,SecondHalf,BallTouch,Successful,4,,
63,47,Villarreal,15.2,63.1,SecondHalf,Clearance,Successful,25,24.3,72.3
63,50,Manchester United,71.4,29.7,SecondHalf,BallTouch,Unsuccessful,11,,
63,51,Villarreal,24.4,64,SecondHalf,BallRecovery,Successful,30,,
63,51,Villarreal,24.2,63,SecondHalf,Pass,Successful,30,27.8,46.3
63,57,Villarreal,46.1,31.6,SecondHalf,Pass,Successful,19,48,14.7
63,59,Villarreal,48.7,14,SecondHalf,Pass,Unsuccessful,7,50.4,14.7
63,59,Manchester United,43.8,84.5,SecondHalf,BlockedPass,Successful,23,,
64,1,Villarreal,47,28.8,SecondHalf,Dispossessed,Successful,25,,
64,1,Manchester United,53,71.2,SecondHalf,Tackle,Unsuccessful,7,,
64,1,Villarreal,47.2,29.4,SecondHalf,BallTouch,Successful,25,,
64,3,Manchester United,39.8,73.3,SecondHalf,BallRecovery,Successful,6,,
64,4,Manchester United,39.8,73.3,SecondHalf,Pass,Successful,6,40.1,59.7
64,5,Manchester United,40.1,59.7,SecondHalf,Pass,Successful,39,43.6,70.8
64,10,Manchester United,45.1,63.4,SecondHalf,Pass,Successful,6,39,40.3
64,16,Manchester United,60.2,28.3,SecondHalf,Pass,Successful,3,68.8,39.2
64,17,Manchester United,68.8,39.2,SecondHalf,Pass,Successful,11,70.8,3.4
64,21,Manchester United,77.9,8.6,SecondHalf,Pass,Unsuccessful,29,85.1,51.3
64,22,Villarreal,14.4,48.7,SecondHalf,Clearance,Successful,3,36.3,25.9
64,28,Manchester United,64.4,82.7,SecondHalf,Pass,Successful,23,79.4,91.4
64,32,Manchester United,85.2,88.6,SecondHalf,Pass,Successful,10,72.7,86.3
64,34,Manchester United,72.7,85.7,SecondHalf,Pass,Successful,23,66.5,66.7
64,38,Manchester United,63.8,61.5,SecondHalf,Pass,Successful,2,63.4,34.8
64,40,Manchester United,63.7,28.3,SecondHalf,Pass,Successful,39,70.8,5
64,43,Manchester United,70.9,6.4,SecondHalf,Pass,Successful,29,63.9,28.5
64,47,Manchester United,64.7,36.1,SecondHalf,Pass,Successful,3,64,65.1
64,49,Manchester United,64,65.1,SecondHalf,Pass,Successful,2,68.7,55.5
64,52,Manchester United,68.8,55.4,SecondHalf,Pass,Successful,6,63.9,69.6
64,53,Manchester United,63.9,69.6,SecondHalf,Pass,Successful,2,67.8,75.7
64,54,Manchester United,67.8,75.7,SecondHalf,Pass,Successful,18,61.3,69.3
64,56,Manchester United,61.3,64.8,SecondHalf,Pass,Successful,2,79.6,95.4
65,2,Manchester United,78.7,84.1,SecondHalf,Pass,Successful,10,73.5,79.9
65,3,Manchester United,73.5,79.9,SecondHalf,Pass,Successful,18,87.9,86.6
65,5,Manchester United,87.9,86.6,SecondHalf,Pass,Unsuccessful,23,89.4,82.7
65,6,Villarreal,9.6,16.4,SecondHalf,Interception,Successful,8,,
65,6,Villarreal,6.2,12.8,SecondHalf,BallRecovery,Successful,8,,
65,8,Villarreal,2.8,10.3,SecondHalf,Pass,Unsuccessful,8,21.7,7.6
65,10,Manchester United,73.5,89.7,SecondHalf,BallRecovery,Successful,18,,
65,15,Manchester United,63.8,81.4,SecondHalf,Pass,Successful,18,77.6,93.5
65,18,Manchester United,80.7,94.5,SecondHalf,Pass,Successful,23,87.8,63.4
65,23,Manchester United,88.6,73.8,SecondHalf,Pass,Successful,11,84.5,64.3
65,25,Manchester United,84.5,64.3,SecondHalf,Pass,Successful,6,80.7,42.8
65,26,Manchester United,81.2,43.5,SecondHalf,SavedShot,Successful,39,,
65,26,Villarreal,18.4,54,SecondHalf,Save,Successful,14,,
65,28,Manchester United,69.9,53.6,SecondHalf,Pass,Successful,2,61.3,46.7
65,31,Manchester United,63,44.9,SecondHalf,Pass,Successful,3,85.2,96.8
65,34,Manchester United,85.2,96.8,SecondHalf,BallTouch,Unsuccessful,23,,
66,5,Villarreal,22.9,0,SecondHalf,Pass,Successful,8,39.4,3.8
66,8,Villarreal,42.4,2.8,SecondHalf,TakeOn,Unsuccessful,7,,
66,8,Manchester United,57.6,97.2,SecondHalf,Tackle,Unsuccessful,23,,
66,10,Manchester United,55.2,93.2,SecondHalf,Foul,Successful,23,,
66,10,Villarreal,44.8,6.8,SecondHalf,Foul,Unsuccessful,7,,
66,15,Manchester United,57.7,96.8,SecondHalf,Pass,Successful,6,68.6,97.2
66,18,Manchester United,68.6,97.2,SecondHalf,Pass,Successful,10,55.7,88
66,20,Manchester United,55.7,88,SecondHalf,Pass,Successful,23,45.8,56
66,25,Manchester United,49.2,49.3,SecondHalf,Pass,Successful,3,53.1,73.2
66,27,Manchester United,56.3,72.9,SecondHalf,Pass,Successful,2,65.2,82.9
66,29,Manchester United,65.7,82.9,SecondHalf,Pass,Successful,6,72.5,80.8
66,30,Manchester United,74.6,80.1,SecondHalf,Foul,Successful,18,,
66,30,Villarreal,25.4,19.9,SecondHalf,Foul,Unsuccessful,25,,
67,18,Manchester United,74,81.2,SecondHalf,Pass,Unsuccessful,23,88.4,53.6
67,19,Villarreal,12.2,46.4,SecondHalf,Clearance,Successful,7,19,63.7
67,21,Manchester United,80.8,36.7,SecondHalf,BallTouch,Unsuccessful,11,,
67,22,Villarreal,14,55.7,SecondHalf,Clearance,Successful,4,52.5,97.1
67,33,Manchester United,39.7,17.6,SecondHalf,Pass,Successful,29,43.8,54.2
67,36,Manchester United,45.1,52.8,SecondHalf,Pass,Successful,2,51.2,26.7
67,39,Manchester United,53.7,27.3,SecondHalf,Pass,Successful,29,67.3,38
67,41,Manchester United,66.6,43.9,SecondHalf,Pass,Successful,11,64,77
67,45,Manchester United,67.4,79.6,SecondHalf,Pass,Successful,23,81.5,96.5
67,51,Manchester United,73.7,84.8,SecondHalf,Pass,Unsuccessful,18,96.8,43.1
67,53,Villarreal,4.6,55.4,SecondHalf,KeeperPickup,Successful,13,,
68,4,Villarreal,8.5,56.3,SecondHalf,Pass,Successful,13,18.1,74.8
68,8,Villarreal,20.6,75.3,SecondHalf,Pass,Successful,4,9.1,52.7
68,11,Villarreal,8.7,47.9,SecondHalf,Pass,Successful,13,9.7,14
68,13,Villarreal,9.7,14,SecondHalf,Pass,Successful,3,22,2.8
68,16,Villarreal,24.4,1.9,SecondHalf,Pass,Successful,8,51.6,2
68,18,Villarreal,49.8,3.8,SecondHalf,Foul,Successful,7,,
68,18,Manchester United,50.2,96.2,SecondHalf,Foul,Unsuccessful,2,,
68,40,Villarreal,47.3,3.8,SecondHalf,Pass,Successful,8,32.8,9.5
68,45,Villarreal,32,35.1,SecondHalf,Pass,Successful,3,31.5,76.3
68,50,Villarreal,38.6,90.9,SecondHalf,Pass,Successful,4,18.5,63.1
68,59,Villarreal,23.1,53.4,SecondHalf,Pass,Successful,13,44.3,97.4
69,,Manchester United,74.9,2.5,SecondHalf,OffsideGiven,Unsuccessful,18,,
69,1,Villarreal,44.3,97.4,SecondHalf,Pass,Unsuccessful,24,53,97.1
69,3,Manchester United,42.1,4.3,SecondHalf,BallRecovery,Successful,3,,
69,3,Manchester United,42.1,4.3,SecondHalf,Pass,Successful,3,66.4,7.7
69,6,Manchester United,64.5,1.9,SecondHalf,OffsidePass,Successful,7,74.9,2.5
69,6,Villarreal,24.5,71.1,SecondHalf,OffsideProvoked,Successful,5,,
69,37,Villarreal,13.3,46.7,SecondHalf,Pass,Successful,13,45.9,74.4
69,40,Villarreal,52.1,85.5,SecondHalf,Pass,Successful,7,62.4,96.9
69,42,Villarreal,65,96.9,SecondHalf,Pass,Successful,24,57.1,95.6
69,43,Villarreal,60.8,93.3,SecondHalf,Pass,Successful,14,62.2,80.9
69,48,Villarreal,75.2,73.3,SecondHalf,Pass,Successful,7,78.1,65.5
69,48,Villarreal,78.1,65.5,SecondHalf,Pass,Successful,30,76.4,67.6
69,50,Villarreal,76.5,60.3,SecondHalf,Pass,Unsuccessful,7,76.8,56
69,50,Manchester United,22.6,42.5,SecondHalf,BallTouch,Successful,7,,
69,53,Villarreal,78,36.4,SecondHalf,Pass,Successful,19,75.4,18.8
69,58,Villarreal,72.1,18.5,SecondHalf,Pass,Successful,8,66.8,49.7
70,2,Villarreal,70.4,47.9,SecondHalf,MissedShots,Successful,5,,
70,16,Manchester United,4.7,49,SecondHalf,Pass,Successful,1,9.6,68.2
70,18,Manchester United,9.6,68.2,SecondHalf,Pass,Successful,2,4.4,53.1
70,26,Manchester United,9.1,49.6,SecondHalf,Pass,Successful,1,9.6,76.6
70,30,Manchester United,8.4,70.2,SecondHalf,Pass,Successful,2,10.9,25.3
70,33,Manchester United,12.8,17.7,SecondHalf,Pass,Successful,3,29.2,2
70,36,Manchester United,29.4,2.3,SecondHalf,Pass,Successful,29,37.1,2.9
70,37,Manchester United,37.1,2.9,SecondHalf,Pass,Successful,11,30.5,7.9
70,39,Manchester United,33,16.1,SecondHalf,Pass,Successful,29,34.8,28.6
70,41,Manchester United,34.8,28.6,SecondHalf,Pass,Successful,6,40.2,91.2
70,45,Manchester United,40.7,90.5,SecondHalf,Pass,Successful,18,66.4,94.8
70,48,Manchester United,67.2,94.7,SecondHalf,Pass,Successful,10,86.4,81.5
70,51,Villarreal,11,24.2,SecondHalf,Challenge,Unsuccessful,25,,
70,51,Manchester United,89,75.8,SecondHalf,TakeOn,Successful,23,,
70,53,Manchester United,89,65.8,SecondHalf,MissedShots,Successful,23,,
70,54,Manchester United,92.5,44.7,SecondHalf,SavedShot,Successful,7,,
70,54,Villarreal,3.6,51.8,SecondHalf,Save,Successful,4,,
70,55,Villarreal,9.5,47.6,SecondHalf,Clearance,Successful,5,34.9,46.6
70,57,Villarreal,34.7,46.6,SecondHalf,BallTouch,Unsuccessful,30,,
70,59,Manchester United,53.3,44.7,SecondHalf,Pass,Successful,6,57.7,27.7
71,2,Manchester United,59.4,25.5,SecondHalf,Pass,Successful,29,78.6,6.8
71,7,Manchester United,95.6,17.9,SecondHalf,Pass,Unsuccessful,11,96.2,24.7
71,7,Villarreal,3,76.3,SecondHalf,Clearance,Successful,24,,
71,8,Manchester United,95.9,24.7,SecondHalf,BallTouch,Successful,11,,
71,30,Villarreal,3.5,57.5,SecondHalf,Pass,Successful,13,13.4,29.8
71,34,Villarreal,21.2,30.6,SecondHalf,Pass,Successful,3,24.9,98.3
71,38,Villarreal,24.4,96.6,SecondHalf,Pass,Successful,24,15.4,77.6
71,45,Villarreal,41.3,81.4,SecondHalf,Pass,Successful,4,46.3,98
71,47,Villarreal,46.5,98,SecondHalf,Pass,Successful,24,53.6,96.6
71,49,Villarreal,53.4,97.7,SecondHalf,Pass,Successful,7,46.6,95.4
71,51,Villarreal,45.1,93.9,SecondHalf,Pass,Unsuccessful,24,46.9,95
71,51,Manchester United,55.2,7.6,SecondHalf,BallTouch,Successful,3,,
71,52,Villarreal,52.3,97.1,SecondHalf,Pass,Unsuccessful,7,53.6,94.5
71,53,Manchester United,44.9,8.2,SecondHalf,BlockedPass,Successful,29,,
71,53,Manchester United,45.8,7.6,SecondHalf,Pass,Successful,29,53.7,10.3
71,54,Manchester United,59.8,18,SecondHalf,BallRecovery,Successful,18,,
71,54,Manchester United,59.8,18,SecondHalf,Pass,Successful,18,63.5,2
71,56,Manchester United,63.5,2,SecondHalf,Pass,Successful,11,62.5,12.2
71,58,Manchester United,62.5,12.2,SecondHalf,Pass,Successful,18,62.7,2.6
71,59,Manchester United,62.6,3.7,SecondHalf,Pass,Successful,11,59.8,27.4
72,1,Manchester United,59.8,27.4,SecondHalf,Pass,Successful,6,61.6,8.3
72,5,Manchester United,61.6,8.3,SecondHalf,Pass,Successful,11,59,18.6
72,6,Manchester United,59,18.6,SecondHalf,Pass,Successful,6,69.5,2.8
72,8,Manchester United,73.6,9.5,SecondHalf,Pass,Successful,29,79.8,18.9
72,9,Manchester United,79.8,18.9,SecondHalf,Pass,Successful,18,91.7,11.1
72,11,Manchester United,91.7,11.1,SecondHalf,Pass,Unsuccessful,29,89.5,43
72,12,Villarreal,9,56.7,SecondHalf,Clearance,Successful,3,23.8,89.9
72,14,Villarreal,24.8,85.8,SecondHalf,Challenge,Unsuccessful,14,,
72,14,Manchester United,75.2,14.2,SecondHalf,TakeOn,Successful,11,,
72,17,Manchester United,85.5,16.3,SecondHalf,Pass,Unsuccessful,11,87.6,23.3
72,17,Villarreal,13,73.5,SecondHalf,BallTouch,Successful,4,,
72,19,Villarreal,2,58.1,SecondHalf,KeeperPickup,Successful,13,,
72,32,Villarreal,3.2,53.6,SecondHalf,Pass,Successful,13,22.3,27
72,35,Villarreal,22.3,27,SecondHalf,Pass,Successful,25,33.8,8.3
72,39,Villarreal,45.3,8.7,SecondHalf,Pass,Unsuccessful,8,46.2,7.9
72,39,Manchester United,46.1,94.5,SecondHalf,BallTouch,Successful,10,,
73,2,Villarreal,55.1,0,SecondHalf,Pass,Successful,8,65.6,3.7
73,4,Villarreal,65.4,2.6,SecondHalf,Pass,Successful,19,58,3.1
73,6,Villarreal,55.8,3.4,SecondHalf,Pass,Successful,8,45.6,11.9
73,7,Villarreal,45.6,11.9,SecondHalf,Pass,Successful,3,18.4,34.5
73,10,Villarreal,19.3,35.8,SecondHalf,Pass,Successful,13,28.4,61.5
73,13,Villarreal,27.5,62.9,SecondHalf,Pass,Successful,4,44.7,94.1
73,17,Villarreal,39.9,90.5,SecondHalf,Pass,Successful,24,21.8,81.5
73,20,Villarreal,21.8,81.5,SecondHalf,Pass,Successful,4,7.2,60.6
73,23,Villarreal,7.9,66.3,SecondHalf,Pass,Successful,13,25.6,72.6
73,24,Villarreal,25.6,72.6,SecondHalf,Pass,Unsuccessful,5,24.2,70.5
73,24,Manchester United,70.1,26.8,SecondHalf,BlockedPass,Successful,18,,
73,24,Manchester United,70.1,26.8,SecondHalf,Pass,Successful,18,73.4,19.8
73,26,Manchester United,73.4,19.8,SecondHalf,BallRecovery,Successful,11,,
73,27,Manchester United,73.4,19.8,SecondHalf,Pass,Successful,11,71,25.5
73,29,Manchester United,71,25.5,SecondHalf,Pass,Successful,18,78.8,25.3
73,31,Manchester United,76.4,25.8,SecondHalf,Pass,Successful,11,67.6,27.4
73,31,Manchester United,67.6,27.4,SecondHalf,Pass,Successful,18,54.9,30.6
73,36,Manchester United,56.6,27,SecondHalf,Pass,Successful,3,58.2,23.3
73,38,Manchester United,60.9,20,SecondHalf,Pass,Successful,39,72,2.8
73,41,Manchester United,72.9,5.9,SecondHalf,Pass,Successful,29,68.1,12.6
73,44,Manchester United,68.1,17.4,SecondHalf,Pass,Successful,39,65.3,29.2
73,46,Manchester United,64.7,33.3,SecondHalf,Pass,Unsuccessful,6,67.1,100
74,10,Villarreal,41.1,0,SecondHalf,Pass,Successful,8,52.2,4.6
74,11,Villarreal,52.2,4.6,SecondHalf,BallTouch,Unsuccessful,7,,
74,12,Manchester United,42.6,83.2,SecondHalf,BallRecovery,Successful,6,,
74,13,Manchester United,42.6,83.2,SecondHalf,Pass,Successful,6,56.9,90.9
74,13,Manchester United,56.9,90.9,SecondHalf,Pass,Unsuccessful,10,67.1,83.2
74,15,Villarreal,39.4,14.4,SecondHalf,Pass,Successful,3,46.6,28.6
74,17,Villarreal,46.6,28.6,SecondHalf,BallRecovery,Successful,19,,
74,17,Villarreal,45.2,28.6,SecondHalf,Dispossessed,Successful,19,,
74,18,Manchester United,54.8,71.4,SecondHalf,Tackle,Unsuccessful,39,,
74,19,Villarreal,39.2,35.8,SecondHalf,Pass,Successful,5,36.1,62.7
74,23,Villarreal,49.4,66.7,SecondHalf,Pass,Unsuccessful,4,91.4,75.1
74,26,Manchester United,8,28.8,SecondHalf,Clearance,Successful,29,7.5,25.5
74,26,Villarreal,90.6,74.5,SecondHalf,BlockedPass,Successful,24,,
74,26,Manchester United,7.5,25.5,SecondHalf,BallTouch,Successful,29,,
74,28,Villarreal,92,74.8,SecondHalf,CornerAwarded,Successful,24,,
74,28,Manchester United,8,25.2,SecondHalf,CornerAwarded,Unsuccessful,29,,
75,3,Villarreal,99.5,99.3,SecondHalf,Pass,Successful,30,94.8,97.1
75,4,Villarreal,95.2,97.1,SecondHalf,Pass,Successful,5,80.8,86.3
75,7,Villarreal,80.7,86.5,SecondHalf,Pass,Unsuccessful,24,90.6,53
75,8,Manchester United,8.7,47.5,SecondHalf,Clearance,Successful,6,28.4,63.6
75,11,Villarreal,74.9,39.6,SecondHalf,SavedShot,Successful,14,,
75,11,Manchester United,22.2,60.2,SecondHalf,Save,Successful,10,,
75,15,Villarreal,75,39.7,SecondHalf,CornerAwarded,Successful,14,,
75,15,Manchester United,25,60.3,SecondHalf,CornerAwarded,Unsuccessful,10,,
75,58,Villarreal,99.5,0.5,SecondHalf,Pass,Successful,30,95.3,2.6
75,59,Villarreal,95.3,2.6,SecondHalf,Pass,Successful,5,78.3,8.3
76,3,Villarreal,77,10,SecondHalf,Pass,Successful,8,65.5,41.3
76,6,Villarreal,66.8,40,SecondHalf,Pass,Unsuccessful,14,100,25.5
76,35,Villarreal,0,0,SecondHalf,SubstitutionOff,Successful,30,,
76,35,Villarreal,0,0,SecondHalf,SubstitutionOn,Successful,17,,
76,57,Villarreal,0,0,SecondHalf,SubstitutionOff,Successful,14,,
76,57,Villarreal,0,0,SecondHalf,SubstitutionOn,Successful,23,,
77,17,Manchester United,4.6,51,SecondHalf,Pass,Unsuccessful,1,59.5,88.1
77,20,Villarreal,42.2,10.6,SecondHalf,Aerial,Successful,8,,
77,20,Manchester United,57.8,89.4,SecondHalf,Aerial,Unsuccessful,10,,
77,21,Villarreal,47.2,5.9,SecondHalf,Pass,Unsuccessful,8,54.7,0
77,42,Manchester United,54.6,100,SecondHalf,Pass,Successful,23,59.2,93.3
77,43,Manchester United,59.2,93.3,SecondHalf,Pass,Successful,6,57.6,97.1
77,44,Manchester United,57.6,97.1,SecondHalf,Pass,Unsuccessful,23,69.7,31.2
77,48,Villarreal,29.5,70.6,SecondHalf,Pass,Successful,24,37,85.3
77,50,Villarreal,37,85.3,SecondHalf,BallRecovery,Successful,23,,
77,52,Villarreal,36.1,96.3,SecondHalf,Pass,Successful,23,26.5,75.4
77,55,Villarreal,24,73.5,SecondHalf,Pass,Successful,5,7.7,52.8
77,59,Villarreal,7.6,47.6,SecondHalf,Pass,Successful,13,27.8,4.3
78,7,Villarreal,33,6,SecondHalf,TakeOn,Unsuccessful,8,,
78,7,Manchester United,67,94,SecondHalf,Tackle,Unsuccessful,10,,
78,7,Villarreal,33.1,1.7,SecondHalf,BallTouch,Successful,8,,
78,7,Manchester United,66.1,94.4,SecondHalf,BallRecovery,Successful,10,,
78,9,Manchester United,69.1,96.5,SecondHalf,Pass,Unsuccessful,10,77.1,79.4
